study	submitted_id	internal_lib_name	genome_acc	wgs_acc	biosample	ncbi_taxonomy
PRJNA1071982	MFD05034_ilm_asm_bin13	LIB-MJ200-F6_04.13	GCA_049578305.1	JBAULS000000000	SAMN40009081	Candidatus Cybelea sp.
PRJNA1071982	MFD05538_ilm_asm_bin9	LIB-MJ200-F9_04.9	GCA_049578285.1	JBAULR000000000	SAMN40009082	Candidatus Cybelea sp.
PRJNA1071982	MFD03612_ilm_asm_bin3	LIB-MJ199-G3_04.3	GCA_049578625.1	JBAUMI000000000	SAMN40009065	Candidatus Cybelea sp.
PRJNA1071982	MFD05734_ilm_asm_bin13	LIB-MJ198-F6_03.13	GCA_049578945.1	JBAUMX000000000	SAMN40009050	Candidatus Cybelea sp.
PRJNA1071982	MFD01406_ilm_asm_bin8	LIB-MJ198-C5_03.8	GCA_049579225.1	JBAUNK000000000	SAMN40009037	Candidatus Cybelea sp.
PRJNA1071982	MFD01498_ilm_asm_bin14	LIB-MJ227-G9_02.14	GCA_049587255.1	JBAVDO000000000	SAMN40009246	Candidatus Cybelea sp.
PRJNA1071982	MFD09512_ilm_asm_bin9	LIB-MJ194-B7_04.9	GCA_049589055.1	JBAVZZ000000000	SAMN40008933	Candidatus Cybelea sp.
PRJNA1071982	MFD01492_ilm_asm_bin16	LIB-MJ195-A1_01_v_LIB-MJ415-D7_04.16	GCA_049588615.1	JBAVZE000000000	SAMN40008954	Candidatus Cybelea sp.
PRJNA1071982	MFD05437_ilm_asm_bin5	LIB-MJ255-A12_02_v_LIB-MJ405-E9_01.5	GCA_049583145.1	JBAUVI000000000	SAMN40009455	Candidatus Cybelea sp.
PRJNA1071982	MFD06940_ilm_asm_bin53	LIB-MJ251-C7_04.53	GCA_049584875.1	JBAUYQ000000000	SAMN40009369	Candidatus Cybelea sp.
PRJNA1071982	MFD09279_ilm_asm_bin4	LIB-MJ251-B1_04_v_LIB-MJ409-G7_01.4	GCA_049585055.1	JBAUYZ000000000	SAMN40009360	Candidatus Cybelea sp.
PRJNA1071982	MFD10064_ilm_asm_bin6	LIB-MJ251-H4_04.6	GCA_049584535.1	JBAUXZ000000000	SAMN40009386	Candidatus Cybelea sp.
PRJNA1071982	MFD10072_ilm_asm_bin17	LIB-MJ252-H3_02.17	GCA_049584255.1	JBAUXL000000000	SAMN40009400	Candidatus Cybelea sp.
PRJNA1071982	MFD01742_ilm_asm_bin4	LIB-MJ254-B6_02.4	GCA_049583935.1	JBAUWU000000000	SAMN40009417	Candidatus Cybelea sp.
PRJNA1071982	MFD09235_ilm_asm_bin14	LIB-MJ250-C5_04_v_LIB-MJ365-C5_03.14	GCA_049585875.1	JBAVAU000000000	SAMN40009318	Candidatus Cybelea sp.
PRJNA1071982	MFD00026_ilm_asm_bin27	LIB-MJ050-C9_02.27	GCA_049285555.1	JBAQAC000000000	SAMN40007634	Candidatus Cybelea sp.
PRJNA1071982	MFD00350_ilm_asm_bin3	LIB-MJ048-E8_04.3	GCA_049285695.1	JBAQAL000000000	SAMN40007625	Candidatus Cybelea sp.
PRJNA1071982	MFD00006_ilm_asm_bin14	LIB-MJ050-E10_02.14	GCA_049285355.1	JBAPZS000000000	SAMN40007644	Candidatus Cybelea sp.
PRJNA1071982	MFD00051_ilm_asm_bin8	LIB-MJ050-D10_02.8	GCA_049285495.1	JBAPZZ000000000	SAMN40007637	Candidatus Cybelea sp.
PRJNA1071982	MFD00118_ilm_asm_bin4	LIB-MJ050-G5_02.4	GCA_049285235.1	JBAPZM000000000	SAMN40007650	Candidatus Cybelea sp.
PRJNA1071982	MFD00003_ilm_asm_bin14	LIB-MJ048-A2_04.14	GCA_049285915.1	JBAQAW000000000	SAMN40007614	Candidatus Cybelea sp.
PRJNA1071982	MFD01181_ilm_asm_bin20	LIB-MJ090-A3_04.20	GCA_049282575.1	JBAPUH000000000	SAMN40007785	Candidatus Cybelea sp.
PRJNA1071982	MFD00064_ilm_asm_bin18	LIB-MJ054-C9_03.18	GCA_049284475.1	JBAPXZ000000000	SAMN40007689	Candidatus Cybelea sp.
PRJNA1071982	MFD00326_ilm_asm_bin2	LIB-MJ054-E4_03.2	GCA_049284295.1	JBAPXQ000000000	SAMN40007698	Candidatus Cybelea sp.
PRJNA1071982	MFD01029_ilm_asm_bin7	LIB-MJ093-G6_02.7	GCA_049280615.1	JBAPQM000000000	SAMN40007884	Candidatus Cybelea sp.
PRJNA1071982	MFD01145_ilm_asm_bin51	LIB-MJ091-E5_03.51	GCA_049281695.1	JBAPSP000000000	SAMN40007829	Candidatus Cybelea sp.
PRJNA1071982	MFD00764_ilm_asm_bin17	LIB-MJ106-C5_01.17	GCA_049279595.1	JBAPOK000000000	SAMN40007938	Candidatus Cybelea sp.
PRJNA1071982	MFD10471_ilm_asm_bin2	LIB-MJ305-E2_04.2	GCA_049291795.1	JBATQA000000000	SAMN40010068	Candidatus Dechloromonas phosphoritropha
PRJNA1071982	MFD13507_ilm_asm_bin25	LIB-MJ390-D4_03.25	GCA_049644445.1	JBARRX000000000	SAMN40011886	Candidatus Dechloromonas phosphoritropha
PRJNA1071982	MFD10498_ilm_asm_bin28	LIB-MJ305-B6_04.28	GCA_049662185.1	JBATBC000000000	SAMN40009950	Candidatus Dechloromonas phosphoritropha
PRJNA1071982	MFD10489_ilm_asm_bin33	LIB-MJ305-A5_04.33	GCA_049663085.1	JBATCW000000000	SAMN40009904	Candidatus Dechloromonas phosphoritropha
PRJNA1071982	MFD10476_ilm_asm_bin15	LIB-MJ305-B3_04.15	GCA_049662325.1	JBATBL000000000	SAMN40009941	Candidatus Dechloromonas phosphoritropha
PRJNA1071982	MFD13481_ilm_asm_bin34	LIB-MJ413-D8_01.34	GCA_049654125.1	JBASHO000000000	SAMN40012241	Candidatus Dechloromonas phosphoritropha
PRJNA1071982	MFD12925_ilm_asm_bin32	LIB-MJ390-C1_03.32	GCA_049645285.1	JBARTO000000000	SAMN40011843	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD12928_ilm_asm_bin5	LIB-MJ389-E6_03.5	GCA_049647185.1	JBARXE000000000	SAMN40011749	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD13065_ilm_asm_bin7	LIB-MJ385-A11_04.7	GCA_049674345.1	JBATYY000000000	SAMN40011436	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD13185_ilm_asm_bin1	LIB-MJ386-D10_04.1	GCA_049672165.1	JBATVX000000000	SAMN40011515	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD05464_ilm_asm_bin18	LIB-MJ172-B5_04.18	GCA_049688015.1	JBAVJZ000000000	SAMN40008715	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD09314_ilm_asm_bin47	LIB-MJ201-D10_03.47	GCA_049578085.1	JBAULH000000000	SAMN40009092	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD02415_ilm_asm_bin11	LIB-MJ215-B7_01.11	GCA_049577645.1	JBAUKK000000000	SAMN40009115	Candidatus Deferrimicrobiaceae bacterium
PRJNA1071982	MFD04342_ilm_asm_bin14	LIB-MJ231-H1_04_v_LIB-MJ408-H11_04.14	GCA_049585975.1	JBAVAZ000000000	SAMN40009313	Candidatus Deferrimicrobium sp.
PRJNA1071982	MFD10095_ilm_asm_bin1	LIB-MJ301-C12_01_v_LIB-MJ408-B5_04.1	GCA_049664185.1	JBATEU000000000	SAMN40009854	Candidatus Deferrimicrobium sp.
PRJNA1071982	MFD02835_ilm_asm_bin8	LIB-MJ280-E7_02.8	GCA_049685835.1	JBAVHM000000000	SAMN40009638	Candidatus Deferrimicrobium sp.
PRJNA1071982	MFD12017_ilm_asm_bin4	LIB-MJ334-A12_01.4	GCA_049286745.1	JBAQEM000000000	SAMN40010313	Candidatus Deferrimicrobium sp.
PRJNA1071982	MFD03278_ilm_asm_bin16	LIB-MJ334-G7_01.16	GCA_049306235.1	JBAQQA000000000	SAMN40010612	Candidatus Desulfobacillus denitrificans
PRJNA1071982	MFD09294_ilm_asm_bin21	LIB-MJ250-F4_04.21	GCA_049585355.1	JBAUZQ000000000	SAMN40009345	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09282_ilm_asm_bin11	LIB-MJ252-G3_02.11	GCA_049584335.1	JBAUXP000000000	SAMN40009396	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09245_ilm_asm_bin12	LIB-MJ253-B4_01_v_LIB-MJ404-E6_03.12	GCA_049584135.1	JBAUXG000000000	SAMN40009405	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09275_ilm_asm_bin3	LIB-MJ252-C5_02_v_LIB-MJ411-A7_02.3	GCA_049584485.1	JBAUXW000000000	SAMN40009389	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD10064_ilm_asm_bin37	LIB-MJ251-H4_04.37	GCA_049584575.1	JBAUYB000000000	SAMN40009384	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09286_ilm_asm_bin18	LIB-MJ250-H5_04.18	GCA_049585235.1	JBAUZJ000000000	SAMN40009351	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09220_ilm_asm_bin22	LIB-MJ254-F11_02.22	GCA_049583555.1	JBAUWA000000000	SAMN40009437	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09264_ilm_asm_bin46	LIB-MJ256-B4_03.46	GCA_049582245.1	JBAUTO000000000	SAMN40009501	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD05778_ilm_asm_bin2	LIB-MJ256-E7_03.2	GCA_049582105.1	JBAUTG000000000	SAMN40009509	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD05778_ilm_asm_bin8	LIB-MJ256-E7_03.8	GCA_049582065.1	JBAUTF000000000	SAMN40009510	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD06055_ilm_asm_bin14	LIB-MJ230-C7_03.14	GCA_049586615.1	JBAVCI000000000	SAMN40009278	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD04492_ilm_asm_bin5	LIB-MJ227-E5_02.5	GCA_049587435.1	JBAVDX000000000	SAMN40009237	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD02204_ilm_asm_bin6	LIB-MJ177-G1_03.6	GCA_049591235.1	JBAWEO000000000	SAMN40008814	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD05722_ilm_asm_bin17	LIB-MJ177-D8_03.17	GCA_049591595.1	JBAWFE000000000	SAMN40008798	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09339_ilm_asm_bin7	LIB-MJ201-F11_03.7	GCA_049577885.1	JBAUKX000000000	SAMN40009102	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD04180_ilm_asm_bin9	LIB-MJ198-G7_03.9	GCA_049578905.1	JBAUMU000000000	SAMN40009053	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD05001_ilm_asm_bin45	LIB-MJ200-E6_04.45	GCA_049578365.1	JBAULV000000000	SAMN40009078	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD10819_ilm_asm_bin16	LIB-MJ382-E10_02.16	GCA_049677885.1	JBAUDC000000000	SAMN40011328	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD01067_ilm_asm_bin5	LIB-MJ110-B3_04_v_LIB-MJ415-G1_04.5	GCA_049698755.1	JBAVYK000000000	SAMN40008340	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD13499_ilm_asm_bin2	LIB-MJ390-D5_03.2	GCA_049644325.1	JBARRR000000000	SAMN40011892	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD10884_ilm_asm_bin10	LIB-MJ352-E4_03.10	GCA_049793215.1	JBARBQ000000000	SAMN40011109	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD10881_ilm_asm_bin19	LIB-MJ354-A1_04_v_LIB-MJ367-A1_04.19	GCA_049790415.1	JBAQYY000000000	SAMN40011180	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD10881_ilm_asm_bin86	LIB-MJ354-A1_04_v_LIB-MJ367-A1_04.86	GCA_049790295.1	JBAQYS000000000	SAMN40011186	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD06589_ilm_asm_bin9	LIB-MJ343-C4_01_v_LIB-MJ409-E11_01.9	GCA_049797455.1	JBARFS000000000	SAMN40011003	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD06634_ilm_asm_bin14	LIB-MJ340-G3_01_v_LIB-MJ367-G3_03.14	GCA_049799755.1	JBARIM000000000	SAMN40010931	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD06470_ilm_asm_bin14	LIB-MJ341-D9_02_v_LIB-MJ406-B4_04.14	GCA_049799515.1	JBARIA000000000	SAMN40010943	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD06172_ilm_asm_bin2	LIB-MJ339-G3_03_v_LIB-MJ405-G1_01.2	GCA_049800275.1	JBARJM000000000	SAMN40010905	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD09291_ilm_asm_bin17	LIB-MJ307-E4_01.17	GCA_049287785.1	JBAQGL000000000	SAMN40010262	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD03341_ilm_asm_bin34	LIB-MJ105-H3_01.34	GCA_049279755.1	JBAPOS000000000	SAMN40007930	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD01297_ilm_asm_bin15	LIB-MJ088-E7_04.15	GCA_049283435.1	JBAPVZ000000000	SAMN40007741	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD00682_ilm_asm_bin16	LIB-MJ088-B5_04.16	GCA_049283735.1	JBAPWO000000000	SAMN40007726	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD00682_ilm_asm_bin22	LIB-MJ088-B5_04.22	GCA_049283715.1	JBAPWN000000000	SAMN40007727	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD00682_ilm_asm_bin3	LIB-MJ088-B5_04.3	GCA_049283695.1	JBAPWM000000000	SAMN40007728	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD01221_ilm_asm_bin25	LIB-MJ106-F9_01_v_LIB-MJ368-F9_04.25	GCA_049279335.1	JBAPNX000000000	SAMN40007951	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD13511_ilm_asm_bin14	LIB-MJ414-H11_03.14	GCA_049273675.1	JBASRH000000000	SAMN40012605	Candidatus Dormiibacterota bacterium
PRJNA1071982	MFD10219_ilm_asm_bin13	LIB-MJ283-B4_04.13	GCA_049669385.1	JBATKL000000000	SAMN40009707	Candidatus Electrothrix sp.
PRJNA1071982	MFD13488_ilm_asm_bin38	LIB-MJ413-E7_01.38	GCA_049652845.1	JBASFC000000000	SAMN40012307	Candidatus Fermentibacter danicus
PRJNA1071982	MFD03290_ilm_asm_bin22	LIB-MJ334-C9_01.22	GCA_049298955.1	JBAQWO000000000	SAMN40010442	Candidatus Ferrigenium altingense
PRJNA1071982	MFD12922_ilm_asm_bin4	LIB-MJ389-F5_03.4	GCA_049647085.1	JBARXA000000000	SAMN40011753	Candidatus Humimicrobiia bacterium
PRJNA1071982	MFD12055_ilm_asm_bin2	LIB-MJ335-F5_02.2	GCA_049301555.1	JBAQLA000000000	SAMN40010743	Candidatus Hydromicrobium sp.
PRJNA1071982	MFD12059_ilm_asm_bin6	LIB-MJ335-B6_02.6	GCA_049302875.1	JBAQMO000000000	SAMN40010703	Candidatus Hydromicrobium sp.
PRJNA1071982	MFD12051_ilm_asm_bin5	LIB-MJ335-B5_02.5	GCA_049302955.1	JBAQMP000000000	SAMN40010702	Candidatus Hydromicrobium sp.
PRJNA1071982	MFD13481_ilm_asm_bin2	LIB-MJ413-D8_01.2	GCA_049654205.1	JBASHT000000000	SAMN40012236	Candidatus Hydrothermia bacterium
PRJNA1071982	MFD13489_ilm_asm_bin29	LIB-MJ413-D7_01.29	GCA_049654825.1	JBASIO000000000	SAMN40012215	Candidatus Hydrothermia bacterium
PRJNA1071982	MFD13490_ilm_asm_bin15	LIB-MJ413-C7_01.15	GCA_049656025.1	JBASKW000000000	SAMN40012155	Candidatus Hydrothermia bacterium
PRJNA1071982	MFD13492_ilm_asm_bin34	LIB-MJ413-A7_01.34	GCA_049659465.1	JBASPT000000000	SAMN40012028	Candidatus Hydrothermia bacterium
PRJNA1071982	MFD10486_ilm_asm_bin33	LIB-MJ305-F4_04.33	GCA_049290935.1	JBATOL000000000	SAMN40010109	Candidatus Kapaibacterium sp.
PRJNA1071982	MFD02359_ilm_asm_bin40	LIB-MJ131-E5_01.40	GCA_049697255.1	JBAVVK000000000	SAMN40008418	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD01097_ilm_asm_bin2	LIB-MJ134-B8_03.2	GCA_049695855.1	JBAVSY000000000	SAMN40008482	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD02476_ilm_asm_bin3	LIB-MJ134-E8_03_v_LIB-MJ404-A8_03.3	GCA_049695375.1	JBAVSB000000000	SAMN40008505	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD06931_ilm_asm_bin16	LIB-MJ282-B1_03.16	GCA_049684975.1	JBAVGQ000000000	SAMN40009660	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD06434_ilm_asm_bin31	LIB-MJ340-C4_01_v_LIB-MJ367-C4_03.31	GCA_049799855.1	JBARIR000000000	SAMN40010926	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD06391_ilm_asm_bin32	LIB-MJ342-C7_02.32	GCA_049798495.1	JBARGS000000000	SAMN40010977	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD09352_ilm_asm_bin2	LIB-MJ196-G6_02.2	GCA_049579705.1	JBAUOK000000000	SAMN40009011	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD04972_ilm_asm_bin9	LIB-MJ191-C5_04.9	GCA_049590355.1	JBAWCR000000000	SAMN40008863	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD09568_ilm_asm_bin24	LIB-MJ191-H1_04_v_LIB-MJ405-H9_01.24	GCA_049590115.1	JBAWCF000000000	SAMN40008875	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD09567_ilm_asm_bin10	LIB-MJ231-B7_04.10	GCA_049586295.1	JBAVBQ000000000	SAMN40009296	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD00949_ilm_asm_bin31	LIB-MJ093-G8_02.31	GCA_049280535.1	JBAPQI000000000	SAMN40007888	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD00971_ilm_asm_bin30	LIB-MJ093-A5_02.30	GCA_049280895.1	JBAPRA000000000	SAMN40007870	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD01158_ilm_asm_bin25	LIB-MJ091-A11_03_v_LIB-MJ403-H9_03.25	GCA_049282335.1	JBAPTV000000000	SAMN40007797	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD03323_ilm_asm_bin56	LIB-MJ105-G3_01_v_LIB-MJ367-G3_04.56	GCA_049279775.1	JBAPOU000000000	SAMN40007928	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD01269_ilm_asm_bin16	LIB-MJ108-F6_02.16	GCA_049278655.1	JBAPMP000000000	SAMN40007985	Candidatus Korobacteraceae bacterium
PRJNA1071982	MFD01124_ilm_asm_bin8	LIB-MJ107-A1_02.8	GCA_049278975.1	JBAPNE000000000	SAMN40007970	Candidatus Kryptoniota bacterium
PRJNA1071982	MFD10595_ilm_asm_bin4	LIB-MJ334-C7_01.4	GCA_049299055.1	JBAQWT000000000	SAMN40010437	Candidatus Lutibacillus vidarii
PRJNA1071982	MFD06836_ilm_asm_bin21	LIB-MJ193-E9_01.21	GCA_049589435.1	JBAWAT000000000	SAMN40008913	Candidatus Macondimonas sp.
PRJNA1071982	MFD12129_ilm_asm_bin2	LIB-MJ390-B2_03.2	GCA_049645885.1	JBARUT000000000	SAMN40011812	Candidatus Macondimonas sp.
PRJNA1071982	MFD12167_ilm_asm_bin22	LIB-MJ390-D2_03.22	GCA_049644505.1	JBARSA000000000	SAMN40011883	Candidatus Macondimonas sp.
PRJNA1071982	MFD03254_ilm_asm_bin7	LIB-MJ354-A8_04.7	GCA_049682735.1	JBAUIG000000000	SAMN40011194	Candidatus Macondimonas sp.
PRJNA1071982	MFD12130_ilm_asm_bin19	LIB-MJ387-H3_01.19	GCA_049683375.1	JBAUJA000000000	SAMN40011609	Candidatus Macondimonas sp.
PRJNA1071982	MFD10109_ilm_asm_bin14	LIB-MJ301-F11_01.14	GCA_049664005.1	JBATEM000000000	SAMN40009862	Candidatus Macondimonas sp.
PRJNA1071982	MFD12003_ilm_asm_bin64	LIB-MJ334-A10_01.64	GCA_049287025.1	JBAQFA000000000	SAMN40010299	Candidatus Magasanikiibacteriota bacterium
PRJNA1071982	MFD12002_ilm_asm_bin14	LIB-MJ334-H9_01.14	GCA_049304355.1	JBAQOB000000000	SAMN40010664	Candidatus Magasanikiibacteriota bacterium
PRJNA1071982	MFD03231_ilm_asm_bin59	LIB-MJ413-G5_01.59	GCA_049276495.1	JBASWN000000000	SAMN40012469	Candidatus Manganitrophaceae bacterium
PRJNA1071982	MFD03501_ilm_asm_bin8	LIB-MJ413-F5_01.8	GCA_049651725.1	JBASCQ000000000	SAMN40012371	Candidatus Manganitrophaceae bacterium
PRJNA1071982	MFD13479_ilm_asm_bin20	LIB-MJ413-F8_01.20	GCA_049651405.1	JBASCA000000000	SAMN40012387	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13462_ilm_asm_bin7	LIB-MJ413-A11_01.7	GCA_049660465.1	JBASQR000000000	SAMN40012004	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13476_ilm_asm_bin14	LIB-MJ413-A9_01.14	GCA_049658505.1	JBASOS000000000	SAMN40012055	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13461_ilm_asm_bin15	LIB-MJ413-B11_01.15	GCA_049657485.1	JBASNR000000000	SAMN40012082	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13468_ilm_asm_bin13	LIB-MJ413-A10_01.13	GCA_049660725.1	JBASQZ000000000	SAMN40011996	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13475_ilm_asm_bin15	LIB-MJ413-B9_01.15	GCA_049656705.1	JBASME000000000	SAMN40012121	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13483_ilm_asm_bin15	LIB-MJ413-B8_01.15	GCA_049656925.1	JBASMP000000000	SAMN40012110	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13466_ilm_asm_bin27	LIB-MJ413-D10_01.27	GCA_049655225.1	JBASJI000000000	SAMN40012195	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13474_ilm_asm_bin4	LIB-MJ413-C9_01.4	GCA_049655525.1	JBASJX000000000	SAMN40012180	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13473_ilm_asm_bin10	LIB-MJ413-D9_01.10	GCA_049653985.1	JBASHJ000000000	SAMN40012246	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13458_ilm_asm_bin22	LIB-MJ413-E11_01.22	GCA_049653385.1	JBASGF000000000	SAMN40012278	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13465_ilm_asm_bin17	LIB-MJ413-E10_01.17	GCA_049653625.1	JBASGQ000000000	SAMN40012265	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13480_ilm_asm_bin24	LIB-MJ413-E8_01.24	GCA_049652705.1	JBASET000000000	SAMN40012316	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13457_ilm_asm_bin31	LIB-MJ413-F11_01.31	GCA_049652065.1	JBASDH000000000	SAMN40012354	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13456_ilm_asm_bin2	LIB-MJ413-G11_01.2	GCA_049277195.1	JBASXX000000000	SAMN40012433	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13463_ilm_asm_bin20	LIB-MJ413-H10_01.20	GCA_049275575.1	JBASUT000000000	SAMN40012515	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13455_ilm_asm_bin10	LIB-MJ413-H11_01.10	GCA_049275335.1	JBASUI000000000	SAMN40012526	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13464_ilm_asm_bin7	LIB-MJ413-G10_01.7	GCA_049277355.1	JBASYF000000000	SAMN40012425	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13477_ilm_asm_bin8	LIB-MJ413-H8_01.8	GCA_049274145.1	JBASSC000000000	SAMN40012584	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD13485_ilm_asm_bin6	LIB-MJ413-H7_01.6	GCA_049274445.1	JBASSR000000000	SAMN40012569	Candidatus Methanoculleus thermohydrogenotrophicum
PRJNA1071982	MFD09513_ilm_asm_bin12	LIB-MJ354-A7_04_v_LIB-MJ403-A4_03.12	GCA_049786935.1	JBAQYN000000000	SAMN40011191	Candidatus Methanofastidiosia archaeon
PRJNA1071982	MFD03797_ilm_asm_bin16	LIB-MJ149-E5_03.16	GCA_049690315.1	JBAVMS000000000	SAMN40008644	Candidatus Methanoperedens sp.
PRJNA1071982	MFD12064_ilm_asm_bin1	LIB-MJ335-G6_02.1	GCA_049301415.1	JBAQKW000000000	SAMN40010747	Candidatus Methanoperedens sp.
PRJNA1071982	MFD12032_ilm_asm_bin13	LIB-MJ335-E2_02.13	GCA_049301735.1	JBAQLI000000000	SAMN40010735	Candidatus Methanoperedens sp.
PRJNA1071982	MFD12011_ilm_asm_bin3	LIB-MJ334-C11_01.3	GCA_049299995.1	JBAQYK000000000	SAMN40010394	Candidatus Methanoperedens sp.
PRJNA1071982	MFD12050_ilm_asm_bin25	LIB-MJ335-A5_02.25	GCA_049303315.1	JBAQMZ000000000	SAMN40010692	Candidatus Methanoperedens sp.
PRJNA1071982	MFD12107_ilm_asm_bin33	LIB-MJ413-A1_01.33	GCA_049660845.1	JBASRC000000000	SAMN40011993	Candidatus Methylomirabilis sp.
PRJNA1071982	MFD03038_ilm_asm_bin6	LIB-MJ170-H6_03.6	GCA_049688375.1	JBAVKP000000000	SAMN40008699	Candidatus Methylophosphatis roskildensis
PRJNA1071982	MFD10499_ilm_asm_bin15	LIB-MJ305-C6_04.15	GCA_049661065.1	JBASZS000000000	SAMN40009986	Candidatus Microsaccharimonas sp.
PRJNA1071982	MFD10545_ilm_asm_bin1	LIB-MJ305-C12_04.1	GCA_049661485.1	JBATAC000000000	SAMN40009976	Candidatus Microsaccharimonas sp.
PRJNA1071982	MFD12002_ilm_asm_bin59	LIB-MJ334-H9_01.59	GCA_049303805.1	JBAQNL000000000	SAMN40010680	Candidatus Microsaccharimonas sp.
PRJNA1071982	MFD12002_ilm_asm_bin22	LIB-MJ334-H9_01.22	GCA_049304275.1	JBAQNZ000000000	SAMN40010666	Candidatus Microsaccharimonas sp.
PRJNA1071982	MFD10499_ilm_asm_bin8	LIB-MJ305-C6_04.8	GCA_049293555.1	JBATSX000000000	SAMN40009993	Candidatus Microsaccharimonas sp.
PRJNA1071982	MFD10500_ilm_asm_bin10	LIB-MJ305-D6_04.10	GCA_049292535.1	JBATRJ000000000	SAMN40010033	Candidatus Microsaccharimonas sp.
PRJNA1071982	MFD12000_ilm_asm_bin21	LIB-MJ334-F9_01.21	GCA_049296095.1	JBAQRV000000000	SAMN40010565	Candidatus Microsaccharimonas sp.
